86 86
26 58 27
26 59 26
26 60 25
26 61 24
26 62 24
26 63 24
26 64 24
26 65 24
26 66 24
26 67 24
26 68 24
26 69 24
26 70 24
26 71 24
26 72 24
26 73 24
26 74 24
26 75 24
26 76 24
26 77 24
26 78 24
26 79 24
26 80 24
26 81 24
26 82 24
26 83 24
26 84 24
26 85 -1
27 0 -1
27 1 95
27 2 95
27 3 95
27 4 95
27 5 95
27 6 95
27 7 95
27 8 95
27 9 95
27 10 95
27 11 95
27 12 95
27 13 95
27 14 95
27 15 95
27 16 95
27 17 -1
27 18 67
27 19 66
27 20 65
27 21 64
27 22 63
27 23 62
27 24 61
27 25 60
27 26 59
27 27 59
27 28 59
27 29 59
27 30 59
27 31 59
27 32 59
27 33 59
27 34 59
27 35 59
27 36 59
27 37 59
27 38 59
27 39 59
27 40 59
27 41 60
27 42 61
27 43 62
27 44 63
27 45 64
27 46 65
27 47 66
27 48 67
27 49 68
27 50 69
27 51 -1
27 52 33
27 53 32
27 54 31
27 55 30
27 56 29
27 57 28
27 58 27
27 59 26
27 60 25
27 61 24
27 62 23
27 63 23
27 64 23
27 65 23
27 66 23
27 67 23
27 68 23
27 69 23
27 70 23
27 71 23
27 72 23
27 73 23
27 74 23
27 75 23
27 76 23
27 77 23
27 78 23
27 79 23
27 80 23
27 81 23
27 82 23
27 83 23
27 84 23
27 85 -1
28 0 -1
28 1 94
28 2 94
28 3 94
28 4 94
28 5 94
28 6 94
28 7 94
28 8 94
28 9 94
28 10 94
28 11 94
28 12 94
28 13 94
28 14 94
28 15 94
28 16 94
28 17 -1
28 18 67
28 19 66
28 20 65
28 21 64
28 22 63
28 23 62
28 24 61
28 25 60
28 26 59
28 27 58
28 28 58
28 29 58
28 30 58
28 31 58
28 32 58
28 33 58
28 34 58
28 35 58
28 36 58
28 37 58
28 38 58
28 39 58
28 40 59
28 41 60
28 42 61
28 43 62
28 44 63
28 45 64
28 46 65
28 47 66
28 48 67
28 49 68
28 50 69
28 51 -1
28 52 33
28 53 32
28 54 31
28 55 30
28 56 29
28 57 28
28 58 27
28 59 26
28 60 25
28 61 24
28 62 23
28 63 22
28 64 22
28 65 22
28 66 22
28 67 22
28 68 22
28 69 22
28 70 22
28 71 22
28 72 22
28 73 22
28 74 22
28 75 22
28 76 22
28 77 22
28 78 22
28 79 22
28 80 22
28 81 22
28 82 22
28 83 22
28 84 22
28 85 -1
29 0 -1
29 1 93
29 2 93
29 3 93
29 4 93
29 5 93
29 6 93
29 7 93
29 8 93
29 9 93
29 10 93
29 11 93
29 12 93
29 13 93
29 14 93
29 15 93
29 16 93
29 17 -1
29 18 67
29 19 66
29 20 65
29 21 64
29 22 63
29 23 62
29 24 61
29 25 60
29 26 59
29 27 58
29 28 57
29 29 57
29 30 57
29 31 57
29 32 57
29 33 57
29 34 57
29 35 57
29 36 57
29 37 57
29 38 57
29 39 58
29 40 59
29 41 60
29 42 61
29 43 62
29 44 63
29 45 64
29 46 65
29 47 66
29 48 67
29 49 68
29 50 69
29 51 -1
29 52 33
29 53 32
29 54 31
29 55 30
29 56 29
29 57 28
29 58 27
29 59 26
29 60 25
29 61 24
29 62 23
29 63 22
29 64 21
29 65 21
29 66 21
29 67 21
29 68 21
29 69 21
29 70 21
29 71 21
29 72 21
29 73 21
29 74 21
29 75 21
29 76 21
29 77 21
29 78 21
29 79 21
29 80 21
29 81 21
29 82 21
29 83 21
29 84 21
29 85 -1
30 0 -1
30 1 92
30 2 92
30 3 92
30 4 92
30 5 92
30 6 92
30 7 92
30 8 92
30 9 92
30 10 92
30 11 92
30 12 92
30 13 92
30 14 92
30 15 92
30 16 92
30 17 -1
30 18 67
30 19 66
30 20 65
30 21 64
30 22 63
30 23 62
30 24 61
30 25 60
30 26 59
30 27 58
30 28 57
30 29 56
30 30 56
30 31 56
30 32 56
30 33 56
30 34 56
30 35 56
30 36 56
30 37 56
30 38 57
30 39 58
30 40 59
30 41 60
30 42 61
30 43 62
30 44 63
30 45 64
30 46 65
30 47 66
30 48 67
30 49 68
30 50 69
30 51 -1
30 52 33
30 53 32
30 54 31
30 55 30
30 56 29
30 57 28
30 58 27
30 59 26
30 60 25
30 61 24
30 62 23
30 63 22
30 64 21
30 65 20
30 66 20
30 67 20
30 68 20
30 69 20
30 70 20
30 71 20
30 72 20
30 73 20
30 74 20
30 75 20
30 76 20
30 77 20
30 78 20
30 79 20
30 80 20
30 81 20
30 82 20
30 83 20
30 84 20
30 85 -1
31 0 -1
31 1 91
31 2 91
31 3 91
31 4 91
31 5 91
31 6 91
31 7 91
31 8 91
31 9 91
31 10 91
31 11 91
31 12 91
31 13 91
31 14 91
31 15 91
31 16 91
31 17 -1
31 18 67
31 19 66
31 20 65
31 21 64
31 22 63
31 23 62
31 24 61
31 25 60
31 26 59
31 27 58
31 28 57
31 29 56
31 30 55
31 31 55
31 32 55
31 33 55
31 34 55
31 35 55
31 36 55
31 37 56
31 38 57
31 39 58
31 40 59
31 41 60
31 42 61
31 43 62
31 44 63
31 45 64
31 46 65
31 47 66
31 48 67
31 49 68
31 50 69
31 51 -1
31 52 33
31 53 32
31 54 31
31 55 30
31 56 29
31 57 28
31 58 27
31 59 26
31 60 25
31 61 24
31 62 23
31 63 22
31 64 21
31 65 20
31 66 19
31 67 19
31 68 19
31 69 19
31 70 19
31 71 19
31 72 19
31 73 19
31 74 19
31 75 19
31 76 19
31 77 19
31 78 19
31 79 19
31 80 19
31 81 19
31 82 19
31 83 19
31 84 19
31 85 -1
32 0 -1
32 1 90
32 2 90
32 3 90
32 4 90
32 5 90
32 6 90
32 7 90
32 8 90
32 9 90
32 10 90
32 11 90
32 12 90
32 13 90
32 14 90
32 15 90
32 16 90
32 17 -1
32 18 67
32 19 66
32 20 65
32 21 64
32 22 63
32 23 62
32 24 61
32 25 60
32 26 59
32 27 58
32 28 57
32 29 56
32 30 55
32 31 54
32 32 54
32 33 54
32 34 54
32 35 54
32 36 55
32 37 56
32 38 57
32 39 58
32 40 59
32 41 60
32 42 61
32 43 62
32 44 63
32 45 64
32 46 65
32 47 66
32 48 67
32 49 68
32 50 69
32 51 -1
32 52 33
32 53 32
32 54 31
32 55 30
32 56 29
32 57 28
32 58 27
32 59 26
32 60 25
32 61 24
32 62 23
32 63 22
32 64 21
32 65 20
32 66 19
32 67 18
32 68 18
32 69 18
32 70 18
32 71 18
32 72 18
32 73 18
32 74 18
32 75 18
32 76 18
32 77 18
32 78 18
32 79 18
32 80 18
32 81 18
32 82 18
32 83 18
32 84 18
32 85 -1
33 0 -1
33 1 89
33 2 89
33 3 89
33 4 89
33 5 89
33 6 89
33 7 89
33 8 89
33 9 89
33 10 89
33 11 89
33 12 89
33 13 89
33 14 89
33 15 89
33 16 89
33 17 -1
33 18 67
33 19 66
33 20 65
33 21 64
33 22 63
33 23 62
33 24 61
33 25 60
33 26 59
33 27 58
33 28 57
33 29 56
33 30 55
33 31 54
33 32 53
33 33 53
33 34 53
33 35 54
33 36 55
33 37 56
33 38 57
33 39 58
33 40 59
33 41 60
33 42 61
33 43 62
33 44 63
33 45 64
33 46 65
33 47 66
33 48 67
33 49 68
33 50 69
33 51 -1
33 52 33
33 53 32
33 54 31
33 55 30
33 56 29
33 57 28
33 58 27
33 59 26
33 60 25
33 61 24
33 62 23
33 63 22
33 64 21
33 65 20
33 66 19
33 67 18
33 68 17
33 69 17
33 70 17
33 71 17
33 72 17
33 73 17
33 74 17
33 75 17
33 76 17
33 77 17
33 78 17
33 79 17
33 80 17
33 81 17
33 82 17
33 83 17
33 84 17
33 85 -1
34 0 -1
34 1 88
34 2 88
34 3 88
34 4 88
34 5 88
34 6 88
34 7 88
34 8 88
34 9 88
34 10 88
34 11 88
34 12 88
34 13 88
34 14 88
34 15 88
34 16 88
34 17 -1
34 18 67
34 19 66
34 20 65
34 21 64
34 22 63
34 23 62
34 24 61
34 25 60
34 26 59
34 27 58
34 28 57
34 29 56
34 30 55
34 31 54
34 32 53
34 33 52
34 34 -1
34 35 -1
34 36 -1
34 37 -1
34 38 -1
34 39 -1
34 40 -1
34 41 -1
34 42 -1
34 43 -1
34 44 -1
34 45 -1
34 46 -1
34 47 -1
34 48 -1
34 49 -1
34 50 -1
34 51 -1
34 52 33
34 53 32
34 54 31
34 55 30
34 56 29
34 57 28
34 58 27
34 59 26
34 60 25
34 61 24
34 62 23
34 63 22
34 64 21
34 65 20
34 66 19
34 67 18
34 68 -1
34 69 16
34 70 16
34 71 16
34 72 16
34 73 16
34 74 16
34 75 16
34 76 16
34 77 16
34 78 16
34 79 16
34 80 16
34 81 16
34 82 16
34 83 16
34 84 16
34 85 -1
35 0 -1
35 1 87
35 2 87
35 3 87
35 4 87
35 5 87
35 6 87
35 7 87
35 8 87
35 9 87
35 10 87
35 11 87
35 12 87
35 13 87
35 14 87
35 15 87
35 16 87
35 17 -1
35 18 67
35 19 66
35 20 65
35 21 64
35 22 63
35 23 62
35 24 61
35 25 60
35 26 59
35 27 58
35 28 57
35 29 56
35 30 55
35 31 54
35 32 53
35 33 52
35 34 51
35 35 50
35 36 49
35 37 48
35 38 47
35 39 46
35 40 45
35 41 44
35 42 43
35 43 42
35 44 41
35 45 40
35 46 39
35 47 38
35 48 37
35 49 36
35 50 35
35 51 34
35 52 33
35 53 32
35 54 31
35 55 30
35 56 29
35 57 28
35 58 27
35 59 26
35 60 25
35 61 24
35 62 23
35 63 22
35 64 21
35 65 20
35 66 19
35 67 19
35 68 -1
35 69 15
35 70 15
35 71 15
35 72 15
35 73 15
35 74 15
35 75 15
35 76 15
35 77 15
35 78 15
35 79 15
35 80 15
35 81 15
35 82 15
35 83 15
35 84 15
35 85 -1
36 0 -1
36 1 86
36 2 86
36 3 86
36 4 86
36 5 86
36 6 86
36 7 86
36 8 86
36 9 86
36 10 86
36 11 86
36 12 86
36 13 86
36 14 86
36 15 86
36 16 86
36 17 -1
36 18 67
36 19 66
36 20 65
36 21 64
36 22 63
36 23 62
36 24 61
36 25 60
36 26 59
36 27 58
36 28 57
36 29 56
36 30 55
36 31 54
36 32 53
36 33 52
36 34 51
36 35 50
36 36 49
36 37 48
36 38 47
36 39 46
36 40 45
36 41 44
36 42 43
36 43 42
36 44 41
36 45 40
36 46 39
36 47 38
36 48 37
36 49 36
36 50 35
36 51 34
36 52 33
36 53 32
36 54 31
36 55 30
36 56 29
36 57 28
36 58 27
36 59 26
36 60 25
36 61 24
36 62 23
36 63 22
36 64 21
36 65 20
36 66 20
36 67 20
36 68 -1
36 69 14
36 70 14
36 71 14
36 72 14
36 73 14
36 74 14
36 75 14
36 76 14
36 77 14
36 78 14
36 79 14
36 80 14
36 81 14
36 82 14
36 83 14
36 84 14
36 85 -1
37 0 -1
37 1 86
37 2 85
37 3 85
37 4 85
37 5 85
37 6 85
37 7 85
37 8 85
37 9 85
37 10 85
37 11 85
37 12 85
37 13 85
37 14 85
37 15 85
37 16 85
37 17 -1
37 18 67
37 19 66
37 20 65
37 21 64
37 22 63
37 23 62
37 24 61
37 25 60
37 26 59
37 27 58
37 28 57
37 29 56
37 30 55
37 31 54
37 32 53
37 33 52
37 34 51
37 35 50
37 36 49
37 37 48
37 38 47
37 39 46
37 40 45
37 41 44
37 42 43
37 43 42
37 44 41
37 45 40
37 46 39
37 47 38
37 48 37
37 49 36
37 50 35
37 51 34
37 52 33
37 53 32
37 54 31
37 55 30
37 56 29
37 57 28
37 58 27
37 59 26
37 60 25
37 61 24
37 62 23
37 63 22
37 64 21
37 65 21
37 66 21
37 67 21
37 68 -1
37 69 13
37 70 13
37 71 13
37 72 13
37 73 13
37 74 13
37 75 13
37 76 13
37 77 13
37 78 13
37 79 13
37 80 13
37 81 13
37 82 13
37 83 13
37 84 13
37 85 -1
38 0 -1
38 1 86
38 2 85
38 3 84
38 4 84
38 5 84
38 6 84
38 7 84
38 8 84
38 9 84
38 10 84
38 11 84
38 12 84
38 13 84
38 14 84
38 15 84
38 16 84
38 17 -1
38 18 67
38 19 66
38 20 65
38 21 64
38 22 63
38 23 62
38 24 61
38 25 60
38 26 59
38 27 58
38 28 57
38 29 56
38 30 55
38 31 54
38 32 53
38 33 52
38 34 51
38 35 50
38 36 49
38 37 48
38 38 47
38 39 46
38 40 45
38 41 44
38 42 43
38 43 42
38 44 41
38 45 40
38 46 39
38 47 38
38 48 37
38 49 36
38 50 35
38 51 34
38 52 33
38 53 32
38 54 31
38 55 30
38 56 29
38 57 28
38 58 27
38 59 26
38 60 25
38 61 24
38 62 23
38 63 22
38 64 22
38 65 22
38 66 22
38 67 22
38 68 -1
38 69 12
38 70 12
38 71 12
38 72 12
38 73 12
38 74 12
38 75 12
38 76 12
38 77 12
38 78 12
38 79 12
38 80 12
38 81 12
38 82 12
38 83 12
38 84 12
38 85 -1
39 0 -1
39 1 86
39 2 85
39 3 84
39 4 83
39 5 83
39 6 83
39 7 83
39 8 83
39 9 83
39 10 83
39 11 83
39 12 83
39 13 83
39 14 83
39 15 83
39 16 83
39 17 -1
39 18 67
39 19 66
39 20 65
39 21 64
39 22 63
39 23 62
39 24 61
39 25 60
39 26 59
39 27 58
39 28 57
39 29 56
39 30 55
39 31 54
39 32 53
39 33 52
39 34 51
39 35 50
39 36 49
39 37 48
39 38 47
39 39 46
39 40 45
39 41 44
39 42 43
39 43 42
39 44 41
39 45 40
39 46 39
39 47 38
39 48 37
39 49 36
39 50 35
39 51 34
39 52 33
39 53 32
39 54 31
39 55 30
39 56 29
39 57 28
39 58 27
39 59 26
39 60 25
39 61 24
39 62 23
39 63 23
39 64 23
39 65 23
39 66 23
39 67 23
39 68 -1
39 69 11
39 70 11
39 71 11
39 72 11
39 73 11
39 74 11
39 75 11
39 76 11
39 77 11
39 78 11
39 79 11
39 80 11
39 81 11
39 82 11
39 83 11
39 84 11
39 85 -1
40 0 -1
40 1 86
40 2 85
40 3 84
40 4 83
40 5 82
40 6 82
40 7 82
40 8 82
40 9 82
40 10 82
40 11 82
40 12 82
40 13 82
40 14 82
40 15 82
40 16 82
40 17 -1
40 18 67
40 19 66
40 20 65
40 21 64
40 22 63
40 23 62
40 24 61
40 25 60
40 26 59
40 27 58
40 28 57
40 29 56
40 30 55
40 31 54
40 32 53
40 33 52
40 34 51
40 35 50
40 36 49
40 37 48
40 38 47
40 39 46
40 40 45
40 41 44
40 42 43
40 43 42
40 44 41
40 45 40
40 46 39
40 47 38
40 48 37
40 49 36
40 50 35
40 51 34
40 52 33
40 53 32
40 54 31
40 55 30
40 56 29
40 57 28
40 58 27
40 59 26
40 60 25
40 61 24
40 62 24
40 63 24
40 64 24
40 65 24
40 66 24
40 67 24
40 68 -1
40 69 10
40 70 10
40 71 10
40 72 10
40 73 10
40 74 10
40 75 10
40 76 10
40 77 10
40 78 10
40 79 10
40 80 10
40 81 10
40 82 10
40 83 10
40 84 10
40 85 -1
41 0 -1
41 1 86
41 2 85
41 3 84
41 4 83
41 5 82
41 6 81
41 7 81
41 8 81
41 9 81
41 10 81
41 11 81
41 12 81
41 13 81
41 14 81
41 15 81
41 16 81
41 17 -1
41 18 67
41 19 66
41 20 65
41 21 64
41 22 63
41 23 62
41 24 61
41 25 60
41 26 59
41 27 58
41 28 57
41 29 56
41 30 55
41 31 54
41 32 53
41 33 52
41 34 51
41 35 50
41 36 49
41 37 48
41 38 47
41 39 46
41 40 45
41 41 44
41 42 43
41 43 42
41 44 41
41 45 40
41 46 39
41 47 38
41 48 37
41 49 36
41 50 35
41 51 34
41 52 33
41 53 32
41 54 31
41 55 30
41 56 29
41 57 28
41 58 27
41 59 26
41 60 25
41 61 25
41 62 25
41 63 25
41 64 25
41 65 25
41 66 25
41 67 25
41 68 -1
41 69 9
41 70 9
41 71 9
41 72 9
41 73 9
41 74 9
41 75 9
41 76 9
41 77 9
41 78 9
41 79 9
41 80 9
41 81 9
41 82 9
41 83 9
41 84 9
41 85 -1
42 0 -1
42 1 86
42 2 85
42 3 84
42 4 83
42 5 82
42 6 81
42 7 80
42 8 80
42 9 80
42 10 80
42 11 80
42 12 80
42 13 80
42 14 80
42 15 80
42 16 80
42 17 -1
42 18 67
42 19 66
42 20 65
42 21 64
42 22 63
42 23 62
42 24 61
42 25 60
42 26 59
42 27 58
42 28 57
42 29 56
42 30 55
42 31 54
42 32 53
42 33 52
42 34 51
42 35 50
42 36 49
42 37 48
42 38 47
42 39 46
42 40 45
42 41 44
42 42 43
42 43 42
42 44 41
42 45 40
42 46 39
42 47 38
42 48 37
42 49 36
42 50 35
42 51 34
42 52 33
42 53 32
42 54 31
42 55 30
42 56 29
42 57 28
42 58 27
42 59 26
42 60 26
42 61 26
42 62 26
42 63 26
42 64 26
42 65 26
42 66 26
42 67 26
42 68 -1
42 69 8
42 70 8
42 71 8
42 72 8
42 73 8
42 74 8
42 75 8
42 76 8
42 77 8
42 78 8
42 79 8
42 80 8
42 81 8
42 82 8
42 83 8
42 84 8
42 85 -1
43 0 -1
43 1 86
43 2 85
43 3 84
43 4 83
43 5 82
43 6 81
43 7 80
43 8 79
43 9 79
43 10 79
43 11 79
43 12 79
43 13 79
43 14 79
43 15 79
43 16 79
43 17 -1
43 18 67
43 19 66
43 20 65
43 21 64
43 22 63
43 23 62
43 24 61
43 25 60
43 26 59
43 27 58
43 28 57
43 29 56
43 30 55
43 31 54
43 32 53
43 33 52
43 34 51
43 35 50
43 36 49
43 37 48
43 38 47
43 39 46
43 40 45
43 41 44
43 42 43
43 43 42
43 44 41
43 45 40
43 46 39
43 47 38
43 48 37
43 49 36
43 50 35
43 51 34
43 52 33
43 53 32
43 54 31
43 55 30
43 56 29
43 57 28
43 58 27
43 59 27
43 60 27
43 61 27
43 62 27
43 63 27
43 64 27
43 65 27
43 66 27
43 67 27
43 68 -1
43 69 7
43 70 7
43 71 7
43 72 7
43 73 7
43 74 7
43 75 7
43 76 7
43 77 7
43 78 7
43 79 7
43 80 7
43 81 7
43 82 7
43 83 7
43 84 7
43 85 -1
44 0 -1
44 1 86
44 2 85
44 3 84
44 4 83
44 5 82
44 6 81
44 7 80
44 8 79
44 9 78
44 10 78
44 11 78
44 12 78
44 13 78
44 14 78
44 15 78
44 16 78
44 17 -1
44 18 67
44 19 66
44 20 65
44 21 64
44 22 63
44 23 62
44 24 61
44 25 60
44 26 59
44 27 58
44 28 57
44 29 56
44 30 55
44 31 54
44 32 53
44 33 52
44 34 51
44 35 50
44 36 49
44 37 48
44 38 47
44 39 46
44 40 45
44 41 44
44 42 43
44 43 42
44 44 41
44 45 40
44 46 39
44 47 38
44 48 37
44 49 36
44 50 35
44 51 34
44 52 33
44 53 32
44 54 31
44 55 30
44 56 29
44 57 28
44 58 28
44 59 28
44 60 28
44 61 28
44 62 28
44 63 28
44 64 28
44 65 28
44 66 28
44 67 28
44 68 -1
44 69 6
44 70 6
44 71 6
44 72 6
44 73 6
44 74 6
44 75 6
44 76 6
44 77 6
44 78 6
44 79 6
44 80 6
44 81 6
44 82 6
44 83 6
44 84 6
44 85 -1
45 0 -1
45 1 86
45 2 85
45 3 84
45 4 83
45 5 82
45 6 81
45 7 80
45 8 79
45 9 78
45 10 77
45 11 77
45 12 77
45 13 77
45 14 77
45 15 77
45 16 77
45 17 -1
45 18 67
45 19 66
45 20 65
45 21 64
45 22 63
45 23 62
45 24 61
45 25 60
45 26 59
45 27 58
45 28 57
45 29 56
45 30 55
45 31 54
45 32 53
45 33 52
45 34 51
45 35 50
45 36 49
45 37 48
45 38 47
45 39 46
45 40 45
45 41 44
45 42 43
45 43 42
45 44 41
45 45 40
45 46 39
45 47 38
45 48 37
45 49 36
45 50 35
45 51 34
45 52 33
45 53 32
45 54 31
45 55 30
45 56 29
45 57 29
45 58 29
45 59 29
45 60 29
45 61 29
45 62 29
45 63 29
45 64 29
45 65 29
45 66 29
45 67 29
45 68 -1
45 69 5
45 70 5
45 71 5
45 72 5
45 73 5
45 74 5
45 75 5
45 76 5
45 77 5
45 78 5
45 79 5
45 80 5
45 81 5
45 82 5
45 83 5
45 84 5
45 85 -1
46 0 -1
46 1 86
46 2 85
46 3 84
46 4 83
46 5 82
46 6 81
46 7 80
46 8 79
46 9 78
46 10 77
46 11 76
46 12 76
46 13 76
46 14 76
46 15 76
46 16 76
46 17 -1
46 18 67
46 19 66
46 20 65
46 21 64
46 22 63
46 23 62
46 24 61
46 25 60
46 26 59
46 27 58
46 28 57
46 29 56
46 30 55
46 31 54
46 32 53
46 33 52
46 34 51
46 35 50
46 36 49
46 37 48
46 38 47
46 39 46
46 40 45
46 41 44
46 42 43
46 43 42
46 44 41
46 45 40
46 46 39
46 47 38
46 48 37
46 49 36
46 50 35
46 51 34
46 52 33
46 53 32
46 54 31
46 55 30
46 56 30
46 57 30
46 58 30
46 59 30
46 60 30
46 61 30
46 62 30
46 63 30
46 64 30
46 65 30
46 66 30
46 67 30
46 68 -1
46 69 4
46 70 4
46 71 4
46 72 4
46 73 4
46 74 4
46 75 4
46 76 4
46 77 4
46 78 4
46 79 4
46 80 4
46 81 4
46 82 4
46 83 4
46 84 4
46 85 -1
47 0 -1
47 1 86
47 2 85
47 3 84
47 4 83
47 5 82
47 6 81
47 7 80
47 8 79
47 9 78
47 10 77
47 11 76
47 12 75
47 13 75
47 14 75
47 15 75
47 16 75
47 17 -1
47 18 67
47 19 66
47 20 65
47 21 64
47 22 63
47 23 62
47 24 61
47 25 60
47 26 59
47 27 58
47 28 57
47 29 56
47 30 55
47 31 54
47 32 53
47 33 52
47 34 51
47 35 50
47 36 49
47 37 48
47 38 47
47 39 46
47 40 45
47 41 44
47 42 43
47 43 42
47 44 41
47 45 40
47 46 39
47 47 38
47 48 37
47 49 36
47 50 35
47 51 34
47 52 33
47 53 32
47 54 31
47 55 31
47 56 31
47 57 31
47 58 31
47 59 31
47 60 31
47 61 31
47 62 31
47 63 31
47 64 31
47 65 31
47 66 31
47 67 31
47 68 -1
47 69 3
47 70 3
47 71 3
47 72 3
47 73 3
47 74 3
47 75 3
47 76 3
47 77 3
47 78 3
47 79 3
47 80 3
47 81 3
47 82 3
47 83 3
47 84 3
47 85 -1
48 0 -1
48 1 86
48 2 85
48 3 84
48 4 83
48 5 82
48 6 81
48 7 80
48 8 79
48 9 78
48 10 77
48 11 76
48 12 75
48 13 74
48 14 74
48 15 74
48 16 74
48 17 -1
48 18 67
48 19 66
48 20 65
48 21 64
48 22 63
48 23 62
48 24 61
48 25 60
48 26 59
48 27 58
48 28 57
48 29 56
48 30 55
48 31 54
48 32 53
48 33 52
48 34 51
48 35 50
48 36 49
48 37 48
48 38 47
48 39 46
48 40 45
48 41 44
48 42 43
48 43 42
48 44 41
48 45 40
48 46 39
48 47 38
48 48 37
48 49 36
48 50 35
48 51 34
48 52 33
48 53 32
48 54 32
48 55 32
48 56 32
48 57 32
48 58 32
48 59 32
48 60 32
48 61 32
48 62 32
48 63 32
48 64 32
48 65 32
48 66 32
48 67 32
48 68 -1
48 69 2
48 70 2
48 71 2
48 72 2
48 73 2
48 74 2
48 75 2
48 76 2
48 77 2
48 78 2
48 79 2
48 80 2
48 81 2
48 82 2
48 83 2
48 84 2
48 85 -1
49 0 -1
49 1 86
49 2 85
49 3 84
49 4 83
49 5 82
49 6 81
49 7 80
49 8 79
49 9 78
49 10 77
49 11 76
49 12 75
49 13 74
49 14 73
49 15 73
49 16 73
49 17 -1
49 18 67
49 19 66
49 20 65
49 21 64
49 22 63
49 23 62
49 24 61
49 25 60
49 26 59
49 27 58
49 28 57
49 29 56
49 30 55
49 31 54
49 32 53
49 33 52
49 34 51
49 35 50
49 36 49
49 37 48
49 38 47
49 39 46
49 40 45
49 41 44
49 42 43
49 43 42
49 44 41
49 45 40
49 46 39
49 47 38
49 48 37
49 49 36
49 50 35
49 51 34
49 52 33
49 53 33
49 54 33
49 55 33
49 56 33
49 57 33
49 58 33
49 59 33
49 60 33
49 61 33
49 62 33
49 63 33
49 64 33
49 65 33
49 66 33
49 67 33
49 68 -1
49 69 1
49 70 1
49 71 1
49 72 1
49 73 1
49 74 1
49 75 1
49 76 1
49 77 1
49 78 1
49 79 1
49 80 1
49 81 1
49 82 1
49 83 1
49 84 1
49 85 -1
50 0 -1
50 1 86
50 2 85
50 3 84
50 4 83
50 5 82
50 6 81
50 7 80
50 8 79
50 9 78
50 10 77
50 11 76
50 12 75
50 13 74
50 14 73
50 15 72
50 16 72
50 17 -1
50 18 67
50 19 66
50 20 65
50 21 64
50 22 63
50 23 62
50 24 61
50 25 60
50 26 59
50 27 58
50 28 57
50 29 56
50 30 55
50 31 54
50 32 53
50 33 52
50 34 51
50 35 50
50 36 49
50 37 48
50 38 47
50 39 46
50 40 45
50 41 44
50 42 43
50 43 42
50 44 41
50 45 40
50 46 39
50 47 38
50 48 37
50 49 36
50 50 35
50 51 34
50 52 34
50 53 34
50 54 34
50 55 34
50 56 34
50 57 34
50 58 34
50 59 34
50 60 34
50 61 34
50 62 34
50 63 34
50 64 34
50 65 34
50 66 34
50 67 34
50 68 -1
50 69 0
50 70 0
50 71 0
50 72 0
50 73 0
50 74 0
50 75 0
50 76 0
50 77 0
50 78 0
50 79 0
50 80 0
50 81 0
50 82 0
50 83 0
50 84 0
50 85 -1
51 0 -1
51 1 86
51 2 85
51 3 84
51 4 83
51 5 82
51 6 81
51 7 80
51 8 79
51 9 78
51 10 77
51 11 76
51 12 75
51 13 74
51 14 73
51 15 72
51 16 71
51 17 -1
51 18 -1
51 19 -1
51 20 -1
51 21 -1
51 22 -1
51 23 -1
51 24 -1
51 25 -1
51 26 -1
51 27 -1
51 28 -1
51 29 -1
51 30 -1
51 31 -1
51 32 -1
51 33 -1
51 34 -1
51 35 -1
51 36 -1
51 37 -1
51 38 -1
51 39 -1
51 40 -1
51 41 -1
51 42 -1
51 43 -1
51 44 -1
51 45 -1
51 46 -1
51 47 -1
51 48 -1
51 49 -1
51 50 -1
51 51 -1
51 52 35
51 53 35
51 54 35
51 55 35
51 56 35
51 57 35
51 58 35
51 59 35
51 60 35
51 61 35
51 62 35
51 63 35
51 64 35
51 65 35
51 66 35
51 67 35
51 68 -1
51 69 -1
51 70 -1
51 71 -1
51 72 -1
51 73 -1
51 74 -1
51 75 -1
51 76 -1
51 77 -1
51 78 -1
51 79 -1
51 80 -1
51 81 -1
51 82 -1
51 83 -1
51 84 -1
51 85 -1
52 0 -1
52 1 86
52 2 85
52 3 84
52 4 83
52 5 82
52 6 81
52 7 80
52 8 79
52 9 78
52 10 77
52 11 76
52 12 75
52 13 74
52 14 73
52 15 72
52 16 71
52 17 70
52 18 69
52 19 68
52 20 67
52 21 66
52 22 65
52 23 64
52 24 63
52 25 62
52 26 61
52 27 60
52 28 59
52 29 58
52 30 57
52 31 56
52 32 55
52 33 54
52 34 53
52 35 52
52 36 51
52 37 50
52 38 49
52 39 48
52 40 47
52 41 46
52 42 45
52 43 44
52 44 43
52 45 42
52 46 41
52 47 40
52 48 39
52 49 38
52 50 37
52 51 36
52 52 36
52 53 36
52 54 36
52 55 36
52 56 36
52 57 36
52 58 36
52 59 36
52 60 36
52 61 36
52 62 36
52 63 36
52 64 36
52 65 36
52 66 36
52 67 36
52 68 -1
52 69 70
52 70 70
52 71 70
52 72 70
52 73 70
52 74 70
52 75 70
52 76 70
52 77 70
52 78 70
52 79 70
52 80 70
52 81 70
52 82 70
52 83 70
52 84 70
52 85 -1
53 0 -1
53 1 86
53 2 85
53 3 84
53 4 83
53 5 82
53 6 81
53 7 80
53 8 79
53 9 78
53 10 77
53 11 76
53 12 75
53 13 74
53 14 73
53 15 72
53 16 71
53 17 70
53 18 69
53 19 68
53 20 67
53 21 66
53 22 65
53 23 64
53 24 63
53 25 62
53 26 61
53 27 60
53 28 59
53 29 58
53 30 57
53 31 56
53 32 55
53 33 54
53 34 53
53 35 52
53 36 51
53 37 50
53 38 49
